time,sp,sensor,sensor filtered,e,p,i,d,control signal
20:6:2,1500.0,600,245.70599999999996,1254.294,251.36051760000004,300.84,-0.0,545.6094640000001
20:6:2,1500.0,1440,365.13539999999995,1134.8646,227.42686584000003,312.23,-0.0,552.2005176
20:6:2,1500.0,1440,472.62185999999997,1027.37814,205.88657925600003,324.09,-0.0,539.65686584
20:6:2,1500.0,1440,569.3596739999999,930.6403260000001,186.50032133040003,334.93,-0.0,529.976579256
20:6:2,1500.0,1440,656.4237066,843.5762934,169.05268919736002,343.31,-0.0,521.4303213304
20:6:3,1500.0,2040,794.78133594,705.21866406,141.32582027762402,351.52,-0.0,512.36268919736
20:6:3,1500.0,2040,919.303202346,580.696797654,116.3716382498616,357.35,-0.0,492.845820277624
20:6:3,1500.0,2040,1031.3728821114,468.62711788859997,93.91287442487544,362.9,-0.0,473.7216382498616
20:6:3,1500.0,2040,1132.23559390026,367.76440609974,73.6999869823879,366.56,-0.0,456.8128744248754
20:6:3,1500.0,2040,1223.012034510234,276.9879654897661,55.508388284149135,369.76,-0.0,440.2599869823879
20:6:3,1500.0,2280,1328.7108310592105,171.28916894078952,34.326349455734224,371.51,-0.0,425.2683882841491
20:6:3,1500.0,2280,1423.8397479532894,76.16025204671064,15.262514510160814,372.37,-0.0,405.8363494557342
20:6:3,1500.0,2280,1509.4557731579605,-9.455773157960493,-1.894936940855283,372.26,-0.0,387.63251451016083
20:6:3,1500.0,2280,1586.5101958421644,-86.51019584216442,-17.336643246769754,371.4,-0.0,370.3650630591447
20:6:4,1500.0,2280,1655.859176257948,-155.8591762579481,-31.234178922092802,369.57,-0.0,354.0633567532302
20:6:4,1500.0,2280,1718.2732586321533,-218.27325863215333,-43.741961029883534,367.4,-0.0,338.3358210779072
20:6:4,1500.0,2280,1774.445932768938,-274.44593276893806,-54.99896492689519,364.23,-0.0,323.6580389701164
20:6:4,1500.0,2280,1825.0013394920443,-325.0013394920443,-65.13026843420568,360.44,-0.0,309.2310350731048
20:6:4,1500.0,2280,1870.50120554284,-370.5012055428399,-74.24844159078512,356.76,-0.0,295.3097315657943
20:6:4,1500.0,2280,1911.451084988556,-411.451084988556,-82.45479743170662,352.51,-0.0,282.5115584092149
20:6:4,1500.0,2280,1948.3059764897005,-448.30597648970047,-89.84051768853598,347.51,-0.0,270.05520256829334
20:6:4,1500.0,2280,1981.4753788407304,-481.4753788407304,-96.48766591968239,341.85,-0.0,257.669482311464
20:6:4,1500.0,2280,2011.3278409566574,-511.3278409566574,-102.47009932771415,336.77,-0.0,245.36233408031762
20:6:4,1500.0,2280,2038.1950568609916,-538.1950568609916,-107.85428939494273,330.56,-0.0,234.29990067228584
20:6:5,1500.0,1920,2026.3755511748925,-526.3755511748925,-105.48566045544847,325.38,0.0,222.70571060505728
20:6:5,1500.0,1920,2015.7379960574033,-515.7379960574033,-103.35389440990363,319.43,0.0,219.89433954455154
20:6:5,1500.0,1920,2006.164196451663,-506.164196451663,-101.43530496891327,314.14,0.0,216.07610559009638
20:6:5,1500.0,1920,1997.5477768064968,-497.5477768064968,-99.70857447202198,307.75,0.0,212.70469503108671
20:6:5,1500.0,1680,1965.7929991258472,-465.79299912584725,-93.3449170248198,303.03,0.0,208.04142552797802
20:6:5,1500.0,1680,1937.2136992132625,-437.21369921326254,-87.61762532233783,298.64,0.0,209.6850829751802
20:6:5,1500.0,1680,1911.4923292919364,-411.49232929193636,-82.46306279010406,294.3,0.0,211.02237467766216
20:6:5,1500.0,1680,1888.3430963627427,-388.3430963627427,-77.82395651109364,289.97,0.0,211.83693720989595
20:6:5,1500.0,1680,1867.5087867264685,-367.50878672646854,-73.6487608599843,285.73,0.0,212.1460434889064
20:6:6,1500.0,1440,1824.7579080538217,-324.75790805382167,-65.08148477398586,282.47,0.0,212.08123914001573
20:6:6,1500.0,1440,1786.2821172484396,-286.2821172484396,-57.3709362965873,279.22,0.0,217.38851522601416
20:6:6,1500.0,1440,1751.6539055235958,-251.65390552359577,-50.4314426669286,276.26,0.0,221.84906370341272
20:6:6,1500.0,1440,1720.4885149712363,-220.48851497123633,-44.185898400235764,274.07,0.0,225.8285573330714
20:6:6,1500.0,1200,1668.4396634741126,-168.43966347411265,-33.75530856021218,272.13,0.0,229.88410159976422
20:6:6,1500.0,1200,1621.5956971267015,-121.59569712670145,-24.367777704190974,270.92,0.0,238.37469143978782
20:6:6,1500.0,1200,1579.4361274140313,-79.43612741403126,-15.918999933771866,269.99,0.0,246.55222229580903
20:6:6,1500.0,1200,1541.4925146726282,-41.492514672628204,-8.315099940394694,269.58,0.0,254.07100006622815
20:6:6,1500.0,1200,1507.3432632053655,-7.343263205365474,-1.4715899463552413,269.49,0.0,261.2649000596053
20:6:7,1500.0,960,1452.608936884829,47.39106311517094,9.497169048280258,269.96,0.0,268.01841005364474
20:6:7,1500.0,960,1403.3480431963462,96.65195680365377,19.36905214345222,271.08,0.0,279.45716904828026
20:6:7,1500.0,960,1359.0132388767117,140.98676112328826,28.25374692910697,272.54,0.0,290.4490521434522
20:6:7,1500.0,960,1319.1119149890405,180.88808501095946,36.24997223619628,274.57,0.0,300.793746929107
20:6:7,1500.0,960,1283.2007234901366,216.79927650986338,43.44657501257662,276.86,0.0,310.8199722361963
20:6:7,1500.0,840,1238.880651141123,261.11934885887695,52.32831751131894,279.8,0.0,320.3065750125766
20:6:7,1500.0,840,1198.9925860270107,301.0074139729893,60.321885760187065,283.31,0.0,332.128317511319
20:6:7,1500.0,840,1163.0933274243096,336.90667257569044,67.51609718416837,286.66,0.0,343.63188576018706
20:6:7,1500.0,840,1130.7839946818785,369.21600531812146,73.99088746575156,291.03,0.0,354.1760971841684
20:6:8,1500.0,960,1113.7055952136907,386.2944047863093,77.4133987191764,294.99,0.0,365.0208874657515
20:6:8,1500.0,960,1098.3350356923215,401.6649643076785,80.49365884725877,299.43,0.0,372.4033987191764
20:6:8,1500.0,960,1084.5015321230894,415.4984678769106,83.26589296253289,304.27,0.0,379.92365884725876
20:6:8,1500.0,960,1072.0513789107804,427.9486210892196,85.76090366627962,308.57,0.0,387.5358929625329
20:6:8,1500.0,960,1060.8462410197023,439.15375898029765,88.00641329965165,313.73,0.0,394.3309036662796
20:6:8,1500.0,1200,1074.761616917732,425.238383082268,85.21777196968652,317.96,-0.0,401.73641329965164
20:6:8,1500.0,1200,1087.2854552259587,412.7145447740413,82.70799477271788,322.73,-0.0,403.1777719696865
20:6:8,1500.0,1200,1098.5569097033629,401.44309029663714,80.44919529544609,326.8,-0.0,405.4379947727179
20:6:8,1500.0,1200,1108.7012187330265,391.2987812669735,78.4162757659015,331.24,-0.0,407.2491952954461
20:6:9,1500.0,1440,1141.8310968597239,358.16890314027614,71.77704818931134,335.41,-0.0,409.6562757659015
20:6:9,1500.0,1440,1171.6479871737515,328.3520128262485,65.80174337038021,338.71,-0.0,407.1870481893114
20:6:9,1500.0,1440,1198.4831884563764,301.5168115436236,60.423969033342175,341.86,-0.0,404.5117433703802
20:6:9,1500.0,1440,1222.6348696107389,277.36513038926114,55.583972130007936,344.95,-0.0,402.2839690333422
20:6:9,1500.0,1440,1244.371382649665,255.62861735033493,51.227974917007124,347.93,-0.0,400.5339721300079
20:6:9,1500.0,1680,1287.9342443846986,212.06575561530144,42.497977425306416,350.04,-0.0,399.15797491700715
20:6:9,1500.0,1680,1327.1408199462287,172.8591800537713,34.64097968277577,352.05,-0.0,392.53797742530645
20:6:9,1500.0,1680,1362.426737951606,137.5732620483941,27.56968171449818,353.45,-0.0,386.6909796827758
20:6:9,1500.0,1680,1394.1840641564454,105.8159358435546,21.205513543048344,354.67,-0.0,381.0196817144982
20:6:10,1500.0,1920,1446.7656577408009,53.23434225919914,10.668162188743509,355.27,-0.0,375.8755135430484
20:6:10,1500.0,1920,1494.0890919667208,5.910908033279156,1.1845459698691432,355.29,-0.0,365.9381621887435
20:6:10,1500.0,1920,1536.6801827700488,-36.68018277004876,-7.350708627117772,354.86,-0.0,356.47454596986915
20:6:10,1500.0,1920,1575.0121644930439,-75.01216449304388,-15.032437764405996,354.11,-0.0,347.5092913728822
20:6:10,1500.0,1920,1609.5109480437395,-109.51094804373952,-21.9459939879654,352.82,-0.0,339.07756223559403
20:6:10,1500.0,2040,1652.5598532393656,-152.55985323936557,-30.572994589168864,351.29,-0.0,330.8740060120346
20:6:10,1500.0,2040,1691.303867915429,-191.303867915429,-38.33729513025198,349.08,-0.0,320.7170054108312
20:6:10,1500.0,2040,1726.1734811238862,-226.17348112388618,-45.325165617226794,346.76,-0.0,310.742704869748
20:6:10,1500.0,2040,1757.5561330114976,-257.55613301149765,-51.61424905550413,343.81,-0.0,301.4348343827732
20:6:11,1500.0,2040,1785.800519710348,-285.800519710348,-57.274424149953745,340.45,-0.0,292.1957509444959
20:6:11,1500.0,1920,1799.2204677393133,-299.22046773931334,-59.9637817349584,337.48,-0.0,283.17557585004624
20:6:11,1500.0,1920,1811.298420965382,-311.2984209653821,-62.38420356146258,333.89,-0.0,277.51621826504163
20:6:11,1500.0,1920,1822.168578868844,-322.16857886884395,-64.56258320531633,330.62,-0.0,271.5057964385374
20:6:11,1500.0,1920,1831.9517209819596,-331.9517209819596,-66.52312488478472,326.79,-0.0,266.05741679468366
20:6:11,1500.0,1680,1816.7565488837638,-316.7565488837638,-63.47801239630627,323.61,0.0,260.26687511521527
20:6:11,1500.0,1680,1803.0808939953874,-303.08089399538744,-60.73741115667565,320.08,0.0,260.13198760369374
20:6:11,1500.0,1680,1790.7728045958488,-290.7728045958488,-58.27087004100811,317.01,0.0,259.34258884332434
20:6:11,1500.0,1680,1779.6955241362639,-279.6955241362639,-56.05098303690729,313.86,0.0,258.7391299589919
20:6:11,1500.0,1680,1769.7259717226375,-269.7259717226375,-54.05308473321656,311.1,0.0,257.80901696309274
20:6:12,1500.0,1680,1760.7533745503738,-260.7533745503738,-52.25497625989492,308.19,0.0,257.04691526678346
20:6:12,1500.0,1680,1752.6780370953365,-252.67803709533655,-50.63667863390545,305.27,0.0,255.93502374010507
20:6:12,1500.0,1680,1745.410233385803,-245.41023338580294,-49.18021077051491,302.81,0.0,254.63332136609455
20:6:12,1500.0,1680,1738.8692100472226,-238.86921004722262,-47.86938969346342,300.05,0.0,253.62978922948508
20:6:12,1500.0,1680,1732.9822890425005,-232.9822890425005,-46.68965072411711,297.66,0.0,252.1806103065366
20:6:12,1500.0,1560,1715.6840601382505,-215.68406013825052,-43.22308565170541,295.21,0.0,250.9703492758829
20:6:12,1500.0,1560,1700.1156541244254,-200.11565412442542,-40.103177086534856,293.12,0.0,251.98691434829456
20:6:12,1500.0,1560,1686.104088711983,-186.10408871198297,-37.29525937788139,291.05,0.0,253.01682291346515
20:6:12,1500.0,1560,1673.4936798407848,-173.4936798407848,-34.76813344009328,289.03,0.0,253.75474062211862
20:6:13,1500.0,1200,1626.1443118567063,-126.14431185670628,-25.279320096083943,287.78,0.0,254.2618665599067
20:6:13,1500.0,1200,1583.5298806710357,-83.5298806710357,-16.739388086475557,286.8,0.0,262.500679903916
20:6:13,1500.0,1200,1545.1768926039322,-45.176892603932174,-9.053449277828008,286.35,0.0,270.06061191352444
20:6:13,1500.0,1200,1510.659203343539,-10.659203343539048,-2.1361043500452253,286.23,0.0,277.296550722172
20:6:13,1500.0,1200,1479.5932830091851,20.406716990814857,4.0895060849592975,286.47,0.0,284.0938956499548
20:6:13,1500.0,1200,1451.6339547082666,48.36604529173337,9.692555476463369,286.96,0.0,290.5595060849593
20:6:13,1500.0,1200,1426.47055923744,73.52944076255994,14.735299928817014,287.82,0.0,296.65255547646336
20:6:13,1500.0,1200,1403.8235033136962,96.17649668630384,19.27376993593529,288.78,0.0,302.555299928817
20:6:13,1500.0,1200,1383.4411529823267,116.55884701767332,23.358392942341734,290.15,0.0,308.0537699359353
20:6:14,1500.0,1080,1353.097037684094,146.90296231590605,29.439353648107577,291.61,0.0,313.5083929423417
20:6:14,1500.0,1080,1325.7873339156845,174.21266608431552,34.91221828329683,293.62,0.0,321.04935364810757
20:6:14,1500.0,1080,1301.208600524116,198.79139947588396,39.83779645496715,295.94,0.0,328.53221828329686
20:6:14,1500.0,1080,1279.0877404717044,220.91225952829564,44.27081680947045,298.14,0.0,335.77779645496713
20:6:14,1500.0,1080,1259.1789664245339,240.82103357546612,48.260535128523415,300.68,0.0,342.4108168094704
20:6:14,1500.0,1200,1253.2610697820805,246.73893021791946,49.44648161567107,303.43,0.0,348.94053512852344
20:6:14,1500.0,1200,1247.9349628038726,252.06503719612738,50.51383345410393,306.34,0.0,352.8764816156711
20:6:14,1500.0,1200,1243.1414665234854,256.8585334765146,51.47445010869353,308.89,0.0,356.8538334541039
20:6:14,1500.0,1200,1238.827319871137,261.172680128863,52.339005097824156,311.88,0.0,360.3644501086935
20:6:15,1500.0,1320,1246.9445878840233,253.05541211597665,50.712304588041725,314.42,-0.0,364.21900509782415
20:6:15,1500.0,1320,1254.250129095621,245.7498709043789,49.24827412923754,317.28,-0.0,365.13230458804173
20:6:15,1500.0,1320,1260.825116186059,239.17488381394105,47.930646716313795,319.73,-0.0,366.5282741292375
20:6:15,1500.0,1320,1266.742604567453,233.2573954325469,46.7447820446824,322.4,-0.0,367.6606467163138
20:6:15,1500.0,1320,1272.0683441107078,227.9316558892922,45.67750384021416,325.08,-0.0,369.14478204468236
20:6:15,1500.0,1560,1300.861509699637,199.13849030036295,39.90735345619274,327.0,-0.0,370.75750384021416
20:6:15,1500.0,1560,1326.7753587296734,173.22464127032663,34.71421811057346,329.0,-0.0,366.9073534561927
20:6:15,1500.0,1560,1350.097822856706,149.902177143294,30.04039629951612,330.51,-0.0,363.7142181105735
20:6:15,1500.0,1560,1371.0880405710354,128.91195942896456,25.8339566695645,332.0,-0.0,360.55039629951614
20:6:16,1500.0,1680,1401.979236513932,98.02076348606806,19.643361002608042,333.13,-0.0,357.8339566695645
20:6:16,1500.0,1680,1429.7813128625387,70.2186871374613,14.071824902347247,333.83,-0.0,352.77336100260806
20:6:16,1500.0,1680,1454.803181576285,45.19681842371506,9.057442412112499,334.36,-0.0,347.90182490234724
20:6:16,1500.0,1680,1477.3228634186564,22.677136581343575,4.544498170901253,334.59,-0.0,343.4174424121125
20:6:16,1500.0,1680,1497.5905770767909,2.4094229232091493,0.4828483538111136,334.61,-0.0,339.1344981709012
20:6:16,1500.0,1800,1527.831519369112,-27.831519369111902,-5.577436481570026,334.29,-0.0,335.0928483538111
20:6:16,1500.0,1800,1555.0483674322008,-55.04836743220085,-11.031692833413052,333.65,-0.0,328.71256351843
20:6:16,1500.0,1800,1579.5435306889808,-79.54353068898081,-15.940523550071756,332.85,-0.0,322.61830716658693
20:6:16,1500.0,1800,1601.5891776200829,-101.58917762008286,-20.35847119506461,331.68,-0.0,316.90947644992826
20:6:17,1500.0,1800,1621.4302598580746,-121.43025985807458,-24.33462407555815,330.44,-0.0,311.3215288049354
20:6:17,1500.0,1800,1639.287233872267,-139.28723387226705,-27.91316166800232,328.87,-0.0,306.10537592444183
20:6:17,1500.0,1800,1655.3585104850404,-155.35851048504037,-31.133845501202092,327.26,-0.0,300.9568383319977
20:6:17,1500.0,1800,1669.8226594365365,-169.82265943653647,-34.03246095108191,325.33,-0.0,296.1261544987979
20:6:17,1500.0,1800,1682.8403934928829,-182.84039349288287,-36.64121485597373,323.42,-0.0,291.29753904891805
20:6:17,1500.0,1800,1694.5563541435947,-194.55635414359472,-38.98909337037639,321.23,-0.0,286.7787851440263
20:6:17,1500.0,1800,1705.1007187292353,-205.10071872923527,-41.10218403333875,318.9,-0.0,282.2409066296236
20:6:17,1500.0,1800,1714.5906468563119,-214.59064685631188,-43.003965630004906,316.77,-0.0,277.79781596666123
20:6:17,1500.0,1800,1723.1315821706808,-223.13158217068076,-44.71556906700443,314.13,-0.0,273.76603436999505
20:6:17,1500.0,1800,1730.8184239536126,-230.81842395361264,-46.256012160303975,311.81,-0.0,269.4144309329956
20:6:18,1500.0,1680,1725.7365815582514,-225.73658155825137,-45.23761094427358,309.25,0.0,265.55398783969605
20:6:18,1500.0,1680,1721.1629234024263,-221.16292340242626,-44.321049849846226,306.67,0.0,264.01238905572643
20:6:18,1500.0,1680,1717.0466310621837,-217.04663106218368,-43.49614486486161,304.49,0.0,262.34895015015377
20:6:18,1500.0,1680,1713.3419679559654,-213.3419679559654,-42.75373037837547,302.01,0.0,260.9938551351384
20:6:18,1500.0,1680,1710.007771160369,-210.00777116036897,-42.085557340537946,299.92,0.0,259.25626962162454
20:6:18,1500.0,1560,1695.006994044332,-195.00699404433203,-39.07940160648414,297.65,0.0,257.83444265946207
20:6:18,1500.0,1560,1681.506294639899,-181.5062946398989,-36.37386144583574,295.86,0.0,258.57059839351587
20:6:18,1500.0,1560,1669.355665175909,-169.35566517590905,-33.938875301252175,293.89,0.0,259.48613855416426
20:6:18,1500.0,1560,1658.4200986583182,-158.42009865831824,-31.747387771126977,292.04,0.0,259.95112469874783
20:6:19,1500.0,1440,1636.5780887924864,-136.57808879248637,-27.370248994014272,290.68,0.0,260.29261222887305
20:6:19,1500.0,1440,1616.9202799132377,-116.92027991323766,-23.43082409461283,289.32,0.0,263.30975100598573
20:6:19,1500.0,1440,1599.2282519219139,-99.22825192191385,-19.885341685151538,288.33,0.0,265.88917590538716
20:6:19,1500.0,1440,1583.3054267297225,-83.30542672972251,-16.694407516636392,287.37,0.0,268.4446583148484
20:6:19,1500.0,1440,1568.9748840567504,-68.9748840567504,-13.82256676497278,286.68,0.0,270.67559248336363
20:6:19,1500.0,1200,1532.0773956510754,-32.07739565107545,-6.428310088475521,286.31,0.0,272.8574332350272
20:6:19,1500.0,1200,1498.869656085968,1.1303439140319824,0.2265209203720093,286.32,0.0,279.88168991152446
20:6:19,1500.0,1200,1468.9826904773713,31.017309522628693,6.2158688283347905,286.67,0.0,286.546520920372
20:6:19,1500.0,1200,1442.0844214296342,57.915578570365824,11.606281945501312,287.27,0.0,292.8858688283348
20:6:20,1500.0,1200,1417.8759792866708,82.12402071332917,16.457653750951167,288.19,0.0,298.8762819455013
20:6:20,1500.0,1200,1396.0883813580037,103.91161864199626,20.82388837585605,289.3,0.0,304.6476537509512
20:6:20,1500.0,1200,1376.4795432222033,123.52045677779665,24.753499538270454,290.66,0.0,310.12388837585604
20:6:20,1500.0,1200,1358.831588899983,141.168411100017,28.290149584443412,292.3,0.0,315.41349953827046
20:6:20,1500.0,1200,1342.9484300099848,157.0515699900152,31.473134625999048,293.86,0.0,320.59014958444345
20:6:20,1500.0,1200,1328.6535870089863,171.34641299101372,34.337821163399155,295.84,0.0,325.33313462599904
20:6:20,1500.0,1200,1315.7882283080876,184.21177169191242,36.91603904705925,297.97,0.0,330.17782116339913
20:6:20,1500.0,1200,1304.2094054772788,195.79059452272122,39.236435142353336,299.94,0.0,334.8860390470593
20:6:20,1500.0,1200,1293.7884649295509,206.21153507044914,41.324791628118014,302.07,0.0,339.17643514235334
20:6:21,1500.0,1320,1296.4096184365958,203.5903815634042,40.79951246530621,304.34,-0.0,343.394791628118
20:6:21,1500.0,1320,1298.7686565929362,201.23134340706383,40.326761218775594,306.46,-0.0,345.1395124653062
20:6:21,1500.0,1320,1300.8917909336426,199.1082090663574,39.90128509689803,308.7,-0.0,346.78676121877555
20:6:21,1500.0,1320,1302.8026118402784,197.19738815972164,39.518356587208224,311.0,-0.0,348.60128509689804
20:6:21,1500.0,1320,1304.5223506562506,195.47764934374936,39.17372092848738,312.94,-0.0,350.51835658720825
20:6:21,1500.0,1440,1318.0701155906256,181.92988440937438,36.45874883563863,315.04,-0.0,352.1137209284874
20:6:21,1500.0,1440,1330.263104031563,169.736895968437,34.01527395207478,317.02,-0.0,351.49874883563865
20:6:21,1500.0,1440,1341.2367936284068,158.76320637159324,31.816146556867288,318.61,-0.0,351.03527395207476
20:6:21,1500.0,1440,1351.113114265566,148.88688573443392,29.83693190118056,320.37,-0.0,350.4261465568673
20:6:22,1500.0,1440,1360.0018028390095,139.99819716099046,28.055638711062493,321.76,-0.0,350.20693190118055
20:6:22,1500.0,1680,1392.0016225551087,107.99837744489128,21.642874839956214,323.0,-0.0,349.8156387110625
20:6:22,1500.0,1680,1420.801460299598,79.19853970040208,15.871387355960579,323.79,-0.0,344.6428748399562
20:6:22,1500.0,1680,1446.7213142696382,53.27868573036176,10.677048620364497,324.41,-0.0,339.6613873559606
20:6:22,1500.0,1680,1470.0491828426746,29.950817157325446,6.00214375832802,324.71,-0.0,335.0870486203645
20:6:22,1500.0,1680,1491.0442645584071,8.955735441592878,1.794729382495213,324.81,-0.0,330.712143758328
20:6:22,1500.0,1680,1509.9398381025665,-9.939838102566455,-1.9919435557543177,324.69,-0.0,326.60472938249524
20:6:22,1500.0,1680,1526.9458542923098,-26.945854292309832,-5.399949200178891,324.41,-0.0,322.6980564442457
