time,sp,sensor,sensor filtered,e,p,i,d,control signal
15:1:15,1085.0,0,0.09897140279904804,1084.901028597201,0.0,0.0,0.0,0
15:1:15,1085.0,0,0.08907426251914323,1084.910925737481,0.0,0.0,0.0,0.0
15:1:15,1085.0,0,0.08016683626722891,1084.9198331637328,0.0,0.0,0.0,0.0
15:1:15,1085.0,0,0.07215015264050602,1084.9278498473595,0.0,0.0,0.0,0.0
15:1:15,1085.0,0,0.06493513737645541,1084.9350648626234,0.0,0.0,0.0,0.0
15:1:15,1085.0,0,0.05844162363880987,1084.9415583763612,0.0,0.0,0.0,0.0
15:1:15,1085.0,0,0.05259746127492888,1084.947402538725,0.0,0.0,0.0,0.0
15:1:15,1085.0,0,0.047337715147435996,1084.9526622848525,0.0,0.0,0.0,0.0
15:1:16,1085.0,0,0.0426039436326924,1084.9573960563673,0.0,0.0,0.0,0.0
15:1:16,1085.0,0,0.038343549269423155,1084.9616564507305,0.0,0.0,0.0,0.0
15:1:16,1085.0,0,0.03450919434248084,1084.9654908056575,0.0,0.0,0.0,0.0
15:1:16,1085.0,0,0.03105827490823276,1084.9689417250918,0.0,0.0,0.0,0.0
15:1:16,1085.0,0,0.027952447417409484,1084.9720475525826,0.0,0.0,0.0,0.0
15:1:19,1085.0,0,0.0016254274659136692,1084.998374572534,0.0,0.0,0.0,0
15:1:19,1085.0,0,0.0014628847193223023,1084.9985371152807,0.0,0.0,0.0,0.0
15:1:19,1085.0,0,0.0013165962473900721,1084.9986834037527,0.0,0.0,0.0,0.0
15:1:19,1085.0,0,0.001184936622651065,1084.9988150633774,0.0,0.0,0.0,0.0
15:1:19,1085.0,0,0.0010664429603859586,1084.9989335570397,0.0,0.0,0.0,0.0
15:1:20,1085.0,0,0.0009597986643473628,1084.9990402013357,0.0,0.0,0.0,0.0
15:1:20,1085.0,0,0.0008638187979126265,1084.9991361812022,0.0,0.0,0.0,0.0
15:1:20,1085.0,0,0.0007774369181213639,1084.999222563082,0.0,0.0,0.0,0.0
15:1:20,1085.0,0,0.0006996932263092276,1084.9993003067736,0.0,0.0,0.0,0.0
15:1:20,1085.0,0,0.0006297239036783048,1084.9993702760962,0.0,0.0,0.0,0.0
15:1:20,1085.0,0,0.0005667515133104743,1084.9994332484866,0.0,0.0,0.0,0.0
15:1:20,1085.0,0,0.0005100763619794269,1084.999489923638,0.0,0.0,0.0,0.0
15:1:20,1085.0,0,0.00045906872578148426,1084.9995409312742,0.0,0.0,0.0,0.0
15:1:20,1085.0,0,0.00041316185320333583,1084.9995868381468,0.0,0.0,0.0,0.0
15:1:20,1085.0,0,0.00037184566788300226,1084.9996281543322,0.0,0.0,0.0,0.0
15:1:21,1085.0,0,0.00033466110109470204,1084.999665338899,0.0,0.0,0.0,0.0
15:1:21,1085.0,0,0.0003011949909852318,1084.999698805009,0.0,0.0,0.0,0.0
15:1:21,1085.0,0,0.0002710754918867086,1084.9997289245082,0.0,0.0,0.0,0.0
15:1:21,1085.0,0,0.00024396794269803776,1084.9997560320573,0.0,0.0,0.0,0
15:1:21,1085.0,0,0.00021957114842823398,1084.9997804288516,0.0,0.0,0.0,0
15:1:21,1085.0,0,0.00019761403358541058,1084.9998023859664,0.0,0.0,0.0,0
15:1:21,1085.0,0,0.00017785263022686954,1084.9998221473697,0.0,0.0,0.0,0
15:1:21,1085.0,0,0.0001600673672041826,1084.9998399326328,0.0,0.0,0.0,0
15:1:21,1085.0,0,0.00014406063048376434,1084.9998559393696,0.0,0.0,0.0,0
15:1:22,1085.0,0,0.00012965456743538792,1084.9998703454326,0.0,0.0,0.0,0
15:1:22,1085.0,0,0.00011668911069184913,1084.9998833108893,0.0,0.0,0.0,0
15:1:22,1085.0,0,0.00010502019962266422,1084.9998949798003,0.0,0.0,0.0,0
15:1:22,1085.0,0,9.45181796603978e-05,1084.9999054818204,0.0,0.0,0.0,0
15:1:22,1085.0,0,8.506636169435802e-05,1084.9999149336384,0.0,0.0,0.0,0
15:1:22,1085.0,0,7.655972552492221e-05,1084.9999234402744,0.0,0.0,0.0,0
15:1:22,1085.0,0,6.890375297243e-05,1084.999931096247,0.0,0.0,0.0,0
15:1:22,1085.0,0,6.2013377675187e-05,1084.9999379866224,0.0,0.0,0.0,0
15:1:22,1085.0,0,5.58120399076683e-05,1084.9999441879602,0.0,0.0,0.0,0
15:1:23,1085.0,0,5.023083591690147e-05,1084.999949769164,0.0,0.0,0.0,0
15:1:23,1085.0,0,4.520775232521133e-05,1084.9999547922478,0.0,0.0,0.0,0
15:1:23,1085.0,0,4.0686977092690194e-05,1084.9999593130228,0.0,0.0,0.0,0
15:1:23,1085.0,0,3.661827938342118e-05,1084.9999633817206,0.0,0.0,0.0,0
15:1:23,1085.0,0,3.295645144507906e-05,1084.9999670435486,0.0,0.0,0.0,0
15:1:23,1085.0,0,2.9660806300571155e-05,1084.9999703391936,0.0,0.0,0.0,0
15:1:23,1085.0,0,2.669472567051404e-05,1084.9999733052744,0.0,0.0,0.0,0
15:1:23,1085.0,0,2.402525310346264e-05,1084.9999759747468,0.0,0.0,0.0,0
15:1:23,1085.0,0,2.1622727793116376e-05,1084.999978377272,0.0,0.0,0.0,0
15:1:24,1085.0,0,1.9460455013804738e-05,1084.999980539545,0.0,0.0,0.0,0
15:1:24,1085.0,0,1.7514409512424265e-05,1084.9999824855904,0.0,0.0,0.0,0
15:1:24,1085.0,0,1.576296856118184e-05,1084.9999842370314,0.0,0.0,0.0,0
15:1:24,1085.0,0,1.4186671705063656e-05,1084.9999858133283,0.0,0.0,0.0,0
15:1:24,1085.0,0,1.276800453455729e-05,1084.9999872319954,0.0,0.0,0.0,0
15:1:24,1085.0,0,1.1491204081101562e-05,1084.999988508796,0.0,0.0,0.0,0
15:1:24,1085.0,0,1.0342083672991406e-05,1084.9999896579163,0.0,0.0,0.0,0
15:1:24,1085.0,0,9.307875305692266e-06,1084.9999906921246,0.0,0.0,0.0,0
15:1:24,1085.0,0,8.37708777512304e-06,1084.9999916229121,0.0,0.0,0.0,0
15:1:25,1085.0,0,7.5393789976107354e-06,1084.9999924606211,0.0,0.0,0.0,0
15:1:25,1085.0,0,6.785441097849662e-06,1084.9999932145588,0.0,0.0,0.0,0
15:1:25,1085.0,0,6.106896988064696e-06,1084.999993893103,0.0,0.0,0.0,0
15:1:25,1085.0,0,5.496207289258226e-06,1084.9999945037928,0.0,0.0,0.0,0
15:1:25,1085.0,0,4.946586560332403e-06,1084.9999950534134,0.0,0.0,0.0,0
15:1:25,1085.0,0,4.451927904299163e-06,1084.999995548072,0.0,0.0,0.0,0
15:1:25,1085.0,0,4.006735113869246e-06,1084.999995993265,0.0,0.0,0.0,0
15:1:25,1085.0,0,3.6060616024823217e-06,1084.9999963939383,0.0,0.0,0.0,0
15:1:25,1085.0,0,3.2454554422340894e-06,1084.9999967545446,0.0,0.0,0.0,0
15:1:26,1085.0,0,2.9209098980106806e-06,1084.99999707909,0.0,0.0,0.0,0
15:1:26,1085.0,0,2.628818908209613e-06,1084.999997371181,0.0,0.0,0.0,0
15:1:26,1085.0,0,2.3659370173886518e-06,1084.999997634063,0.0,0.0,0.0,0
15:1:26,1085.0,0,2.1293433156497867e-06,1084.9999978706567,0.0,0.0,0.0,0
15:1:26,1085.0,0,1.9164089840848083e-06,1084.999998083591,0.0,0.0,0.0,0
15:1:26,1085.0,0,1.7247680856763276e-06,1084.999998275232,0.0,0.0,0.0,0
15:1:26,1085.0,0,1.5522912771086948e-06,1084.9999984477088,0.0,0.0,0.0,0
15:1:26,1085.0,240,24.000001397062142,1060.999998602938,0.0,0.0,-0.0,0
15:1:26,1085.0,240,45.60000125735592,1039.3999987426441,0.0,0.0,-0.0,0
15:1:27,1085.0,240,65.04000113162033,1019.9599988683797,0.0,0.0,-0.0,0
15:1:27,1085.0,240,82.5360010184583,1002.4639989815417,0.0,0.0,-0.0,0
15:1:27,1085.0,240,98.28240091661246,986.7175990833875,0.0,0.0,-0.0,0
15:1:27,1085.0,960,184.4541608249512,900.5458391750487,0.0,0.0,-0.0,0
15:1:27,1085.0,960,262.0087447424561,822.9912552575439,0.0,0.0,-0.0,0
15:1:27,1085.0,960,331.8078702682104,753.1921297317896,0.0,0.0,-0.0,0
15:1:27,1085.0,960,394.6270832413894,690.3729167586106,0.0,0.0,-0.0,0
15:1:27,1085.0,1440,499.1643749172505,585.8356250827495,0.0,0.0,-0.0,0
15:1:27,1085.0,1440,593.2479374255254,491.7520625744746,0.0,0.0,-0.0,0
15:1:27,1085.0,1440,677.9231436829729,407.07685631702714,0.0,0.0,-0.0,0
15:1:28,1085.0,1440,754.1308293146756,330.86917068532443,0.0,0.0,-0.0,0
15:1:28,1085.0,1440,822.717746383208,262.282253616792,0.0,0.0,-0.0,0
15:1:28,1085.0,1440,884.4459717448872,200.55402825511283,0.0,0.0,-0.0,0
15:1:28,1085.0,1440,940.0013745703985,144.99862542960147,0.0,0.0,-0.0,0
15:1:28,1085.0,1440,990.0012371133587,94.99876288664132,0.0,0.0,-0.0,0
15:1:28,1085.0,1440,1035.0011134020228,49.99888659797716,0.0,0.0,-0.0,0
15:1:28,1085.0,1680,1099.5010020618206,-14.5010020618206,-0.0,0.0,-0.0,0
15:1:28,1085.0,1680,1157.5509018556386,-72.55090185563859,-0.0,0.0,-0.0,0
15:1:28,1085.0,1680,1209.7958116700747,-124.79581167007473,-0.0,0.0,-0.0,0
15:1:29,1085.0,1680,1256.8162305030673,-171.81623050306735,-0.0,0.0,-0.0,0
15:1:29,1085.0,1680,1299.1346074527607,-214.13460745276075,-0.0,0.0,-0.0,0
15:1:29,1085.0,1920,1361.2211467074846,-276.22114670748465,-0.0,0.0,-0.0,0
15:1:29,1085.0,1920,1417.0990320367362,-332.09903203673616,-0.0,0.0,-0.0,0
15:1:29,1085.0,1920,1467.3891288330626,-382.3891288330626,-0.0,0.0,-0.0,0
15:1:29,1085.0,1920,1512.6502159497563,-427.65021594975633,-0.0,0.0,-0.0,0
15:1:29,1085.0,2040,1565.3851943547807,-480.38519435478065,-0.0,0.0,-0.0,0
15:1:29,1085.0,2040,1612.8466749193026,-527.8466749193026,-0.0,0.0,-0.0,0
15:1:29,1085.0,2040,1655.5620074273725,-570.5620074273725,-0.0,0.0,-0.0,0
15:1:30,1085.0,2040,1694.0058066846352,-609.0058066846352,-0.0,0.0,-0.0,0
15:1:30,1085.0,2040,1728.6052260161716,-643.6052260161716,-0.0,0.0,-0.0,0
15:1:30,1085.0,1920,1747.7447034145546,-662.7447034145546,-0.0,0.0,-0.0,0
15:1:30,1085.0,1920,1764.970233073099,-679.970233073099,-0.0,0.0,-0.0,0
15:1:30,1085.0,1920,1780.473209765789,-695.4732097657891,-0.0,0.0,-0.0,0
15:1:30,1085.0,1920,1794.4258887892101,-709.4258887892101,-0.0,0.0,-0.0,0
15:1:30,1085.0,1920,1806.9832999102891,-721.9832999102891,-0.0,0.0,-0.0,0
15:1:30,1085.0,1920,1818.2849699192602,-733.2849699192602,-0.0,0.0,-0.0,0
15:1:30,1085.0,1920,1828.4564729273343,-743.4564729273343,-0.0,0.0,-0.0,0
15:1:31,1085.0,1920,1837.6108256346008,-752.6108256346008,-0.0,0.0,-0.0,0
15:1:31,1085.0,1920,1845.8497430711407,-760.8497430711407,-0.0,0.0,-0.0,0
15:1:31,1085.0,1800,1841.2647687640267,-756.2647687640267,-0.0,0.0,0.0,0
15:1:31,1085.0,1800,1837.138291887624,-752.1382918876241,-0.0,0.0,0.0,0
15:1:31,1085.0,1800,1833.4244626988616,-748.4244626988616,-0.0,0.0,0.0,0
15:1:31,1085.0,1800,1830.0820164289755,-745.0820164289755,-0.0,0.0,0.0,0
15:1:31,1085.0,1800,1827.073814786078,-742.073814786078,-0.0,0.0,0.0,0
15:1:31,1085.0,1440,1788.3664333074703,-703.3664333074703,-0.0,0.0,0.0,0
15:1:31,1085.0,1440,1753.5297899767234,-668.5297899767234,-0.0,0.0,0.0,0
15:1:32,1085.0,1440,1722.176810979051,-637.176810979051,-0.0,0.0,0.0,0
15:1:32,1085.0,1440,1693.9591298811458,-608.9591298811458,-0.0,0.0,0.0,0
15:1:32,1085.0,1320,1656.5632168930313,-571.5632168930313,-0.0,0.0,0.0,0
15:1:32,1085.0,1320,1622.9068952037283,-537.9068952037283,-0.0,0.0,0.0,0
15:1:32,1085.0,1320,1592.6162056833555,-507.6162056833555,-0.0,0.0,0.0,0
15:1:32,1085.0,1320,1565.35458511502,-480.35458511502,-0.0,0.0,0.0,0
15:1:32,1085.0,1320,1540.819126603518,-455.81912660351804,-0.0,0.0,0.0,0
15:1:32,1085.0,1200,1506.7372139431664,-421.73721394316635,-0.0,0.0,0.0,0
15:1:32,1085.0,1200,1476.0634925488498,-391.0634925488498,-0.0,0.0,0.0,0
15:1:33,1085.0,1200,1448.457143293965,-363.4571432939649,-0.0,0.0,0.0,0
15:1:33,1085.0,1200,1423.6114289645684,-338.6114289645684,-0.0,0.0,0.0,0
